source name	characteristics[organism]	characteristics[organism part]	characteristics[tissue supergroup]	characteristics[tissue mass]	characteristics[biological replicate]	characteristics[pooled sample]	characteristics[sample type]	characteristics[sample name]	characteristics[environmental medium]	characteristics[project name]	characteristics[geographic location]	characteristics[collection date]	characteristics[microbiome source]	characteristics[host organism]	characteristics[host subject id]	characteristics[host disease status]	characteristics[host body site]	characteristics[host age]	characteristics[host sex]	characteristics[host body-mass index]	characteristics[host height]	characteristics[host total mass]	characteristics[host diet]	characteristics[antibiotic treatment]	characteristics[depletion]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[collision energy]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[reduction reagent]	comment[alkylation reagent]	comment[sample preparation batch]	comment[ms1 scan range]	comment[ms2 scan range]	comment[ms min charge]	comment[ms max charge]	comment[ms min rt]	comment[ms max rt]	comment[sample storage temperature]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[host subject id]
2A01	human gut metagenome	feces	gastrointestinal tract	5 g	1	not pooled	study sample	2A01	feces	Lunar_Palace_365	China: Beijing	not available	gut microbiome	Homo sapiens	not available	normal	gut	not available	not available	not available	not available	not available	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_2A01_190506063745	proteomic profiling by mass spectrometry	2	Zikai_20190420_LunaraPalace1_QE_2A01_190506063745.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate2	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
2A02	human gut metagenome	feces	gastrointestinal tract	5 g	1	not pooled	study sample	2A02	feces	Lunar_Palace_365	China: Beijing	not available	gut microbiome	Homo sapiens	not available	normal	gut	not available	not available	not available	not available	not available	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_2A02	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_2A02.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate2	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
2A03	human gut metagenome	feces	gastrointestinal tract	5 g	1	not pooled	study sample	2A03	feces	Lunar_Palace_365	China: Beijing	not available	gut microbiome	Homo sapiens	not available	normal	gut	not available	not available	not available	not available	not available	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_2A03	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_2A03.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate2	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
2A04	human gut metagenome	feces	gastrointestinal tract	5 g	1	not pooled	study sample	2A04	feces	Lunar_Palace_365	China: Beijing	not available	gut microbiome	Homo sapiens	not available	normal	gut	not available	not available	not available	not available	not available	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_2A04	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_2A04.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate2	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
2A05	human gut metagenome	feces	gastrointestinal tract	5 g	1	not pooled	study sample	2A05	feces	Lunar_Palace_365	China: Beijing	not available	gut microbiome	Homo sapiens	not available	normal	gut	not available	not available	not available	not available	not available	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_2A05	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_2A05.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate2	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
2A06	human gut metagenome	feces	gastrointestinal tract	5 g	2	not pooled	study sample	2A06	feces	Lunar_Palace_365	China: Beijing	2017-09-01	gut microbiome	Homo sapiens	crew_E	normal	gut	25Y	female	18.9	162.1 cm	49.67 kg	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_2A06	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_2A06.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate2	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	crew_E
2A07	human gut metagenome	feces	gastrointestinal tract	5 g	3	not pooled	study sample	2A07	feces	Lunar_Palace_365	China: Beijing	2017-09-12	gut microbiome	Homo sapiens	crew_E	normal	gut	25Y	female	18.9	162.1 cm	49.67 kg	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_2A07	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_2A07.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate2	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	crew_E
2A08	human gut metagenome	feces	gastrointestinal tract	5 g	4	not pooled	study sample	2A08	feces	Lunar_Palace_365	China: Beijing	2017-10-04	gut microbiome	Homo sapiens	crew_E	normal	gut	25Y	female	18.9	162.1 cm	49.67 kg	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_2A08	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_2A08.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate2	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	crew_E
2A09	human gut metagenome	feces	gastrointestinal tract	5 g	5	not pooled	study sample	2A09	feces	Lunar_Palace_365	China: Beijing	2017-10-17	gut microbiome	Homo sapiens	crew_E	normal	gut	25Y	female	18.9	162.1 cm	49.67 kg	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_2A09	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_2A09.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate2	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	crew_E
2A10	human gut metagenome	feces	gastrointestinal tract	5 g	6	not pooled	study sample	2A10	feces	Lunar_Palace_365	China: Beijing	2017-10-31	gut microbiome	Homo sapiens	crew_E	normal	gut	25Y	female	18.9	162.1 cm	49.67 kg	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_2A10	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_2A10.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate2	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	crew_E
2A11	human gut metagenome	feces	gastrointestinal tract	5 g	7	not pooled	study sample	2A11	feces	Lunar_Palace_365	China: Beijing	2017-11-14	gut microbiome	Homo sapiens	crew_E	normal	gut	25Y	female	18.9	162.1 cm	49.67 kg	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_2A11	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_2A11.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate2	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	crew_E
2A12	human gut metagenome	feces	gastrointestinal tract	5 g	1	not pooled	study sample	2A12	feces	Lunar_Palace_365	China: Beijing	not available	gut microbiome	Homo sapiens	not available	normal	gut	not available	not available	not available	not available	not available	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_2A12	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_2A12.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate2	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
2B01	human gut metagenome	feces	gastrointestinal tract	5 g	8	not pooled	study sample	2B01	feces	Lunar_Palace_365	China: Beijing	2017-11-28	gut microbiome	Homo sapiens	crew_E	normal	gut	25Y	female	18.9	162.1 cm	49.67 kg	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_2B01	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_2B01.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate2	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	crew_E
2B02	human gut metagenome	feces	gastrointestinal tract	5 g	9	not pooled	study sample	2B02	feces	Lunar_Palace_365	China: Beijing	2017-12-15	gut microbiome	Homo sapiens	crew_E	normal	gut	25Y	female	18.9	162.1 cm	49.67 kg	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_2B02	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_2B02.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate2	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	crew_E
2B03	human gut metagenome	feces	gastrointestinal tract	5 g	1	not pooled	study sample	2B03	feces	Lunar_Palace_365	China: Beijing	not available	gut microbiome	Homo sapiens	not available	normal	gut	not available	not available	not available	not available	not available	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_2B03	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_2B03.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate2	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
2B04	human gut metagenome	feces	gastrointestinal tract	5 g	10	not pooled	study sample	2B04	feces	Lunar_Palace_365	China: Beijing	2017-12-30	gut microbiome	Homo sapiens	crew_E	normal	gut	25Y	female	18.9	162.1 cm	49.67 kg	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_2B04	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_2B04.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate2	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	crew_E
2B05	human gut metagenome	feces	gastrointestinal tract	5 g	11	not pooled	study sample	2B05	feces	Lunar_Palace_365	China: Beijing	2018-01-12	gut microbiome	Homo sapiens	crew_E	normal	gut	25Y	female	18.9	162.1 cm	49.67 kg	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_2B05	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_2B05.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate2	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	crew_E
2B06	human gut metagenome	feces	gastrointestinal tract	5 g	12	not pooled	study sample	2B06	feces	Lunar_Palace_365	China: Beijing	2018-01-16	gut microbiome	Homo sapiens	crew_E	normal	gut	25Y	female	18.9	162.1 cm	49.67 kg	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_2B06	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_2B06.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate2	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	crew_E
2B07	human gut metagenome	feces	gastrointestinal tract	5 g	13	not pooled	study sample	2B07	feces	Lunar_Palace_365	China: Beijing	2018-01-23	gut microbiome	Homo sapiens	crew_E	normal	gut	25Y	female	18.9	162.1 cm	49.67 kg	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_2B07	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_2B07.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate2	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	crew_E
2B08	human gut metagenome	feces	gastrointestinal tract	5 g	1	not pooled	study sample	2B08	feces	Lunar_Palace_365	China: Beijing	2017-08-08	gut microbiome	Homo sapiens	crew_F	normal	gut	25Y	female	20.0	157.0 cm	49.30 kg	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_2B08	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_2B08.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate2	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	crew_F
2B09	human gut metagenome	feces	gastrointestinal tract	5 g	1	not pooled	study sample	2B09	feces	Lunar_Palace_365	China: Beijing	not available	gut microbiome	Homo sapiens	not available	normal	gut	not available	not available	not available	not available	not available	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_2B09	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_2B09.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate2	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
2B10	human gut metagenome	feces	gastrointestinal tract	5 g	1	not pooled	study sample	2B10	feces	Lunar_Palace_365	China: Beijing	not available	gut microbiome	Homo sapiens	not available	normal	gut	not available	not available	not available	not available	not available	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_2B10	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_2B10.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate2	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
