source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
Pool2-3	Pool2-3	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Pool2-3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Pool2-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Pool2-4	Pool2-4	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Pool2-4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Pool2-4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Pool2-5	Pool2-5	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Pool2-5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Pool2-5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Pool2-6	Pool2-6	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Pool2-6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Pool2-6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Pool2-7	Pool2-7	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Pool2-7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Pool2-7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Pool2-8	Pool2-8	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Pool2-8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Pool2-8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Pool2-PEPTIDE_SUMMARY.tabular	Pool2-PEPTIDE_SUMMARY.tabular	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Pool2-PEPTIDE_SUMMARY.tabular	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Pool2-PEPTIDE_SUMMARY.tabular	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Pool3-1	Pool3-1	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Pool3-1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Pool3-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Pool3-10	Pool3-10	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Pool3-10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Pool3-10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Pool3-11	Pool3-11	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Pool3-11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Pool3-11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Pool3-12	Pool3-12	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Pool3-12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Pool3-12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Pool3-13	Pool3-13	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Pool3-13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Pool3-13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Pool3-14	Pool3-14	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Pool3-14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Pool3-14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Pool3-15	Pool3-15	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Pool3-15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Pool3-15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Pool3-16	Pool3-16	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Pool3-16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Pool3-16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Pool3-17	Pool3-17	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Pool3-17	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Pool3-17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Pool3-2	Pool3-2	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Pool3-2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Pool3-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Pool3-3	Pool3-3	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Pool3-3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Pool3-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Pool3-4	Pool3-4	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Pool3-4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Pool3-4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Pool3-5	Pool3-5	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Pool3-5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Pool3-5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Pool3-6	Pool3-6	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Pool3-6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Pool3-6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Pool3-7	Pool3-7	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Pool3-7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Pool3-7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Pool3-8	Pool3-8	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Pool3-8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Pool3-8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Pool3-9	Pool3-9	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Pool3-9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Pool3-9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Pool3-PEPTIDE_SUMMARY.tabular	Pool3-PEPTIDE_SUMMARY.tabular	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Pool3-PEPTIDE_SUMMARY.tabular	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Pool3-PEPTIDE_SUMMARY.tabular	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
