source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
Npap134-9	Npap134-9	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Npap134-9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Npap134-9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Npap134-PEPTIDE_SUMMARY.tabular	Npap134-PEPTIDE_SUMMARY.tabular	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Npap134-PEPTIDE_SUMMARY.tabular	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Npap134-PEPTIDE_SUMMARY.tabular	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Npap137-1	Npap137-1	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Npap137-1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Npap137-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Npap137-11	Npap137-11	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Npap137-11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Npap137-11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Npap137-12	Npap137-12	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Npap137-12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Npap137-12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Npap137-13	Npap137-13	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Npap137-13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Npap137-13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Npap137-14	Npap137-14	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Npap137-14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Npap137-14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Npap137-15	Npap137-15	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Npap137-15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Npap137-15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Npap137-2	Npap137-2	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Npap137-2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Npap137-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Npap137-3	Npap137-3	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Npap137-3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Npap137-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Npap137-4	Npap137-4	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Npap137-4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Npap137-4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Npap137-5	Npap137-5	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Npap137-5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Npap137-5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Npap137-6	Npap137-6	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Npap137-6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Npap137-6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Npap137-7	Npap137-7	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Npap137-7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Npap137-7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Npap137-8	Npap137-8	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Npap137-8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Npap137-8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Npap137-9	Npap137-9	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Npap137-9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Npap137-9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Npap137-PEPTIDE_SUMMARY.tabular	Npap137-PEPTIDE_SUMMARY.tabular	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Npap137-PEPTIDE_SUMMARY.tabular	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Npap137-PEPTIDE_SUMMARY.tabular	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Npap929-1	Npap929-1	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Npap929-1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Npap929-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Npap929-10	Npap929-10	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Npap929-10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Npap929-10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Npap929-11	Npap929-11	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Npap929-11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Npap929-11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Npap929-12	Npap929-12	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Npap929-12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Npap929-12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Npap929-13	Npap929-13	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Npap929-13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Npap929-13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Npap929-14	Npap929-14	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Npap929-14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Npap929-14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Npap929-2	Npap929-2	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Npap929-2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Npap929-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Npap929-3	Npap929-3	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Npap929-3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Npap929-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Npap929-4	Npap929-4	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Npap929-4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Npap929-4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Npap929-5	Npap929-5	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Npap929-5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Npap929-5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
