source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[individual]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[dia method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[reduction reagent]	comment[alkylation reagent]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[isolation window width]	comment[scan window lower limit]	comment[scan window upper limit]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]
SA-15-2360	Homo sapiens	blood plasma	not applicable	not available	adult	not available	not available	not available	SA-15-2360	organism part	1	run SA_BOX_15-2360_S4-E5_1_6728	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro 2;AC=MS:1003230	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	not available	not available	not available	1	1	SA_BOX_15-2360_S4-E5_1_6728.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0
SA-15-2392	Homo sapiens	blood plasma	not applicable	not available	adult	not available	not available	not available	SA-15-2392	organism part	1	run SA_BOX_15-2392_S4-E6_1_6736	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro 2;AC=MS:1003230	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	not available	not available	not available	1	1	SA_BOX_15-2392_S4-E6_1_6736.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0
SA-15-2439	Homo sapiens	blood plasma	not applicable	not available	adult	not available	not available	not available	SA-15-2439	organism part	1	run SA_BOX_15-2439_S4-G1_1_6698	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro 2;AC=MS:1003230	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	not available	not available	not available	1	1	SA_BOX_15-2439_S4-G1_1_6698.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0
SA-15-2441	Homo sapiens	blood plasma	not applicable	not available	adult	not available	not available	not available	SA-15-2441	organism part	1	run SA_BOX_15-2441_S4-C7_1_6743	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro 2;AC=MS:1003230	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	not available	not available	not available	1	1	SA_BOX_15-2441_S4-C7_1_6743.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0
SA-15-2446	Homo sapiens	blood plasma	not applicable	not available	adult	not available	not available	not available	SA-15-2446	organism part	1	run SA_BOX_15-2446_S4-H11_1_6780	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro 2;AC=MS:1003230	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	not available	not available	not available	1	1	SA_BOX_15-2446_S4-H11_1_6780.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0
SA-15-2450	Homo sapiens	blood plasma	not applicable	not available	adult	not available	not available	not available	SA-15-2450	organism part	1	run SA_BOX_15-2450_S4-B8_1_6750	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro 2;AC=MS:1003230	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	not available	not available	not available	1	1	SA_BOX_15-2450_S4-B8_1_6750.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0
SA-15-2451	Homo sapiens	blood plasma	not applicable	not available	adult	not available	not available	not available	SA-15-2451	organism part	1	run SA_BOX_15-2451_S4-H4_1_6723	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro 2;AC=MS:1003230	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	not available	not available	not available	1	1	SA_BOX_15-2451_S4-H4_1_6723.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0
SA-15-2461	Homo sapiens	blood plasma	not applicable	not available	adult	not available	not available	not available	SA-15-2461	organism part	1	run SA_BOX_15-2461_S4-B7_1_6742	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro 2;AC=MS:1003230	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	not available	not available	not available	1	1	SA_BOX_15-2461_S4-B7_1_6742.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0
SA-15-2467	Homo sapiens	blood plasma	not applicable	not available	adult	not available	not available	not available	SA-15-2467	organism part	1	run SA_BOX_15-2467_S4-H8_1_6756	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro 2;AC=MS:1003230	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	not available	not available	not available	1	1	SA_BOX_15-2467_S4-H8_1_6756.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0
SA-15-2474	Homo sapiens	blood plasma	not applicable	not available	adult	not available	not available	not available	SA-15-2474	organism part	1	run SA_BOX_15-2474_S4-A9_1_6757	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro 2;AC=MS:1003230	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	not available	not available	not available	1	1	SA_BOX_15-2474_S4-A9_1_6757.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0
SA-15-2499	Homo sapiens	blood plasma	not applicable	not available	adult	not available	not available	not available	SA-15-2499	organism part	1	run SA_BOX_15-2499_S4-G11_1_6779	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro 2;AC=MS:1003230	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	not available	not available	not available	1	1	SA_BOX_15-2499_S4-G11_1_6779.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0
SA-15-249	Homo sapiens	blood plasma	not applicable	not available	adult	not available	not available	not available	SA-15-249	organism part	1	run SA_BOX_15-249_S4-D4_1_6719	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro 2;AC=MS:1003230	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	not available	not available	not available	1	1	SA_BOX_15-249_S4-D4_1_6719.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0
SA-15-2511	Homo sapiens	blood plasma	not applicable	not available	adult	not available	not available	not available	SA-15-2511	organism part	1	run SA_BOX_15-2511_S4-B1_1_6693	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro 2;AC=MS:1003230	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	not available	not available	not available	1	1	SA_BOX_15-2511_S4-B1_1_6693.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0
SA-15-2517	Homo sapiens	blood plasma	not applicable	not available	adult	not available	not available	not available	SA-15-2517	organism part	1	run SA_BOX_15-2517_S4-H6_1_6739	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro 2;AC=MS:1003230	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	not available	not available	not available	1	1	SA_BOX_15-2517_S4-H6_1_6739.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0
SA-15-2521	Homo sapiens	blood plasma	not applicable	not available	adult	not available	not available	not available	SA-15-2521	organism part	1	run SA_BOX_15-2521_S4-D3_1_6711	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro 2;AC=MS:1003230	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	not available	not available	not available	1	1	SA_BOX_15-2521_S4-D3_1_6711.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0
SA-15-2540	Homo sapiens	blood plasma	not applicable	not available	adult	not available	not available	not available	SA-15-2540	organism part	1	run SA_BOX_15-2540_S4-E8_1_6753	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro 2;AC=MS:1003230	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	not available	not available	not available	1	1	SA_BOX_15-2540_S4-E8_1_6753.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0
SA-15-2542	Homo sapiens	blood plasma	not applicable	not available	adult	not available	not available	not available	SA-15-2542	organism part	1	run SA_BOX_15-2542_S4-H1_1_6699	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro 2;AC=MS:1003230	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	not available	not available	not available	1	1	SA_BOX_15-2542_S4-H1_1_6699.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0
SA-15-2544	Homo sapiens	blood plasma	not applicable	not available	adult	not available	not available	not available	SA-15-2544	organism part	1	run SA_BOX_15-2544_S4-G8_1_6755	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro 2;AC=MS:1003230	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	not available	not available	not available	1	1	SA_BOX_15-2544_S4-G8_1_6755.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0
SA-15-2558	Homo sapiens	blood plasma	not applicable	not available	adult	not available	not available	not available	SA-15-2558	organism part	1	run SA_BOX_15-2558_S4-D2_1_6703	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro 2;AC=MS:1003230	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	not available	not available	not available	1	1	SA_BOX_15-2558_S4-D2_1_6703.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0
SA-15-256	Homo sapiens	blood plasma	not applicable	not available	adult	not available	not available	not available	SA-15-256	organism part	1	run SA_BOX_15-256_S4-B3_1_6709	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro 2;AC=MS:1003230	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	not available	not available	not available	1	1	SA_BOX_15-256_S4-B3_1_6709.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0
SA-15-2590	Homo sapiens	blood plasma	not applicable	not available	adult	not available	not available	not available	SA-15-2590	organism part	1	run SA_BOX_15-2590_S4-D6_1_6735	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro 2;AC=MS:1003230	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	not available	not available	not available	1	1	SA_BOX_15-2590_S4-D6_1_6735.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0
SA-15-2598	Homo sapiens	blood plasma	not applicable	not available	adult	not available	not available	not available	SA-15-2598	organism part	1	run SA_BOX_15-2598_S4-F7_1_6746	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro 2;AC=MS:1003230	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	not available	not available	not available	1	1	SA_BOX_15-2598_S4-F7_1_6746.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0
SA-15-2608	Homo sapiens	blood plasma	not applicable	not available	adult	not available	not available	not available	SA-15-2608	organism part	1	run SA_BOX_15-2608_S4-G5_1_6730	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro 2;AC=MS:1003230	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	not available	not available	not available	1	1	SA_BOX_15-2608_S4-G5_1_6730.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0
SA-15-2615	Homo sapiens	blood plasma	not applicable	not available	adult	not available	not available	not available	SA-15-2615	organism part	1	run SA_BOX_15-2615_S4-F4_1_6721	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro 2;AC=MS:1003230	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	not available	not available	not available	1	1	SA_BOX_15-2615_S4-F4_1_6721.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0
SA-15-2627	Homo sapiens	blood plasma	not applicable	not available	adult	not available	not available	not available	SA-15-2627	organism part	1	run SA_BOX_15-2627_S4-B4_1_6717	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro 2;AC=MS:1003230	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	not available	not available	not available	1	1	SA_BOX_15-2627_S4-B4_1_6717.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0
SA-15-2636	Homo sapiens	blood plasma	not applicable	not available	adult	not available	not available	not available	SA-15-2636	organism part	1	run SA_BOX_15-2636_S4-E9_1_6761	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro 2;AC=MS:1003230	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	not available	not available	not available	1	1	SA_BOX_15-2636_S4-E9_1_6761.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0
SA-15-2645	Homo sapiens	blood plasma	not applicable	not available	adult	not available	not available	not available	SA-15-2645	organism part	1	run SA_BOX_15-2645_S4-B2_1_6701	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro 2;AC=MS:1003230	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	not available	not available	not available	1	1	SA_BOX_15-2645_S4-B2_1_6701.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0
SA-15-2676	Homo sapiens	blood plasma	not applicable	not available	adult	not available	not available	not available	SA-15-2676	organism part	1	run SA_BOX_15-2676_S4-C4_1_6718	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro 2;AC=MS:1003230	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	not available	not available	not available	1	1	SA_BOX_15-2676_S4-C4_1_6718.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0
